id,other_social_response,fb_minutes,other_social_minutes,sum_social_minutes
10366,Between 31 minutes and 1 hour,120,45,165
23478,Between 1 and 2 hours,300,90,390
11110,More than 3 hours,60,180,240
1114,Between 2 and 3 hours,120,150,270
2639,More than 3 hours,180,180,360
567,Between 2 and 3 hours,120,150,270
19345,Between 31 minutes and 1 hour,120,45,165
2144,Between 1 and 2 hours,180,90,270
3011,Between 2 and 3 hours,30,150,180
21027,Between 31 minutes and 1 hour,90,45,135
16151,More than 3 hours,60,180,240
22806,Between 31 minutes and 1 hour,45,45,90
1738,Between 1 and 2 hours,75,90,165
16979,Between 2 and 3 hours,45,150,195
15035,Between 1 and 2 hours,120,90,210
746,More than 3 hours,180,180,360
301,Between 1 and 2 hours,40,90,130
542,Between 2 and 3 hours,45,150,195
21069,More than 3 hours,30,180,210
943,Between 31 minutes and 1 hour,60,45,105
2624,Between 1 and 2 hours,120,90,210
24293,Between 1 and 2 hours,20,90,110
19046,More than 3 hours,60,180,240
10887,Between 1 and 2 hours,80,90,170
551,Between 2 and 3 hours,30,150,180
1570,Between 1 and 30 minutes,30,15,45
23335,More than 3 hours,60,180,240
209,More than 3 hours,120,180,300
1751,More than 3 hours,30,180,210
12336,More than 3 hours,90,180,270
2643,Between 31 minutes and 1 hour,120,45,165
20038,0 minutes,30,0,30
553,Between 1 and 30 minutes,20,15,35
23857,Between 31 minutes and 1 hour,90,45,135
1407,Between 2 and 3 hours,120,150,270
20873,More than 3 hours,90,180,270
1055,Between 1 and 30 minutes,20,15,35
10210,Between 1 and 2 hours,100,90,190
10187,Between 1 and 2 hours,100,90,190
17059,Between 1 and 30 minutes,120,15,135
14009,Between 31 minutes and 1 hour,60,45,105
1234,More than 3 hours,50,180,230
22579,Between 1 and 2 hours,30,90,120
14718,Between 2 and 3 hours,120,150,270
12386,Between 2 and 3 hours,30,150,180
1337,More than 3 hours,45,180,225
14488,Between 2 and 3 hours,150,150,300
11862,More than 3 hours,40,180,220
9882,More than 3 hours,40,180,220
21641,Between 1 and 2 hours,60,90,150
18754,More than 3 hours,45,180,225
22537,Between 2 and 3 hours,75,150,225
20643,Between 2 and 3 hours,60,150,210
11140,More than 3 hours,45,180,225
21012,More than 3 hours,200,180,380
914,More than 3 hours,40,180,220
2061,More than 3 hours,70,180,250
434,Between 1 and 2 hours,60,90,150
15633,0 minutes,90,0,90
19297,More than 3 hours,60,180,240
14112,Between 1 and 2 hours,90,90,180
11514,Between 1 and 2 hours,30,90,120
1775,Between 2 and 3 hours,45,150,195
773,Between 1 and 30 minutes,270,15,285
445,Between 1 and 2 hours,180,90,270
14547,Between 1 and 2 hours,20,90,110
30,Between 1 and 2 hours,30,90,120
11120,Between 2 and 3 hours,80,150,230
23732,Between 1 and 2 hours,30,90,120
17707,More than 3 hours,30,180,210
332,Between 31 minutes and 1 hour,45,45,90
1545,Between 1 and 2 hours,60,90,150
1434,More than 3 hours,180,180,360
19679,More than 3 hours,60,180,240
1147,Between 1 and 2 hours,120,90,210
1173,Between 2 and 3 hours,30,150,180
1558,Between 2 and 3 hours,30,150,180
17809,Between 2 and 3 hours,60,150,210
1726,Between 1 and 30 minutes,120,15,135
2910,More than 3 hours,40,180,220
1326,More than 3 hours,60,180,240
18492,More than 3 hours,120,180,300
2829,More than 3 hours,120,180,300
2561,More than 3 hours,120,180,300
25,Between 31 minutes and 1 hour,100,45,145
359,Between 31 minutes and 1 hour,30,45,75
15601,0 minutes,180,0,180
15343,Between 31 minutes and 1 hour,120,45,165
13617,Between 2 and 3 hours,60,150,210
1291,More than 3 hours,200,180,380
1840,More than 3 hours,50,180,230
1765,More than 3 hours,360,180,540
22705,More than 3 hours,120,180,300
16102,Between 1 and 2 hours,120,90,210
24011,More than 3 hours,120,180,300
21449,Between 2 and 3 hours,45,150,195
504,More than 3 hours,80,180,260
19533,More than 3 hours,60,180,240
343,Between 1 and 2 hours,60,90,150
12819,Between 2 and 3 hours,45,150,195
17437,Between 2 and 3 hours,80,150,230
12970,Between 31 minutes and 1 hour,100,45,145
12884,More than 3 hours,30,180,210
17197,More than 3 hours,60,180,240
20909,More than 3 hours,60,180,240
12750,Between 31 minutes and 1 hour,45,45,90
12638,0 minutes,120,0,120
12527,More than 3 hours,90,180,270
2787,Between 1 and 2 hours,60,90,150
18589,More than 3 hours,90,180,270
1214,Between 1 and 30 minutes,45,15,60
698,More than 3 hours,60,180,240
10668,More than 3 hours,50,180,230
10466,Between 1 and 30 minutes,60,15,75
23036,Between 2 and 3 hours,40,150,190
1000,More than 3 hours,30,180,210
20474,Between 1 and 2 hours,80,90,170
14385,More than 3 hours,34,180,214
9959,More than 3 hours,20,180,200
1767,More than 3 hours,60,180,240
2489,Between 1 and 30 minutes,120,15,135
2336,Between 2 and 3 hours,45,150,195
23614,More than 3 hours,500,180,680
18106,Between 31 minutes and 1 hour,120,45,165
22038,Between 1 and 2 hours,60,90,150
11873,Between 1 and 30 minutes,60,15,75
14240,Between 1 and 2 hours,10,90,100
22737,Between 2 and 3 hours,40,150,190
11519,Between 2 and 3 hours,60,150,210
15230,More than 3 hours,45,180,225
1181,0 minutes,30,0,30
22392,Between 1 and 2 hours,30,90,120
13912,Between 2 and 3 hours,20,150,170
1467,More than 3 hours,120,180,300
9772,More than 3 hours,25,180,205
23849,More than 3 hours,45,180,225
9548,Between 1 and 2 hours,20,90,110
671,Between 2 and 3 hours,20,150,170
17529,Between 1 and 2 hours,30,90,120
1222,Between 2 and 3 hours,20,150,170
1345,Between 2 and 3 hours,120,150,270
24109,More than 3 hours,45,180,225
879,Between 2 and 3 hours,120,150,270
2534,Between 2 and 3 hours,90,150,240
10997,Between 31 minutes and 1 hour,60,45,105
9901,More than 3 hours,60,180,240
20602,Between 31 minutes and 1 hour,30,45,75
23504,Between 2 and 3 hours,60,150,210
2040,More than 3 hours,120,180,300
1064,More than 3 hours,180,180,360
10894,Between 2 and 3 hours,90,150,240
2833,More than 3 hours,60,180,240
12114,Between 31 minutes and 1 hour,90,45,135
18315,More than 3 hours,60,180,240
3032,More than 3 hours,60,180,240
16841,Between 31 minutes and 1 hour,65,45,110
15036,Between 2 and 3 hours,120,150,270
23059,Between 1 and 2 hours,35,90,125
19313,Between 1 and 30 minutes,100,15,115
10295,Between 1 and 2 hours,45,90,135
2204,More than 3 hours,75,180,255
13700,Between 31 minutes and 1 hour,90,45,135
14277,Between 1 and 30 minutes,120,15,135
342,More than 3 hours,40,180,220
784,Between 1 and 2 hours,120,90,210
18862,Between 1 and 2 hours,90,90,180
2408,Between 1 and 2 hours,120,90,210
1776,Between 1 and 2 hours,140,90,230
1614,Between 2 and 3 hours,400,150,550
2814,More than 3 hours,90,180,270
21844,More than 3 hours,240,180,420
840,Between 2 and 3 hours,90,150,240
14947,Between 1 and 30 minutes,45,15,60
21074,More than 3 hours,120,180,300
982,More than 3 hours,120,180,300
805,Between 31 minutes and 1 hour,40,45,85
17193,Between 2 and 3 hours,40,150,190
4,More than 3 hours,120,180,300
2569,Between 1 and 2 hours,45,90,135
17808,Between 1 and 2 hours,90,90,180
18796,Between 2 and 3 hours,200,150,350
11999,Between 1 and 2 hours,300,90,390
18037,More than 3 hours,90,180,270
1692,Between 1 and 2 hours,75,90,165
20612,Between 1 and 30 minutes,90,15,105
22582,Between 2 and 3 hours,30,150,180
23291,Between 31 minutes and 1 hour,50,45,95
20138,Between 1 and 2 hours,200,90,290
12220,Between 31 minutes and 1 hour,60,45,105
20077,Between 31 minutes and 1 hour,30,45,75
2945,Between 2 and 3 hours,30,150,180
22191,Between 1 and 30 minutes,40,15,55
17744,Between 2 and 3 hours,90,150,240
11498,Between 2 and 3 hours,45,150,195
3000,Between 2 and 3 hours,480,150,630
15025,More than 3 hours,60,180,240
10651,Between 31 minutes and 1 hour,60,45,105
24101,Between 1 and 2 hours,180,90,270
21709,Between 1 and 30 minutes,90,15,105
16115,Between 1 and 30 minutes,60,15,75
10820,Between 2 and 3 hours,180,150,330
254,Between 1 and 30 minutes,30,15,45
13206,Between 1 and 30 minutes,45,15,60
10268,Between 1 and 30 minutes,20,15,35
2315,Between 2 and 3 hours,45,150,195
403,Between 2 and 3 hours,90,150,240
132,Between 2 and 3 hours,120,150,270
17241,Between 1 and 2 hours,60,90,150
16294,More than 3 hours,90,180,270
1427,Between 1 and 2 hours,90,90,180
13608,Between 2 and 3 hours,75,150,225
835,Between 2 and 3 hours,120,150,270
13615,Between 2 and 3 hours,90,150,240
13884,More than 3 hours,300,180,480
11417,Between 1 and 30 minutes,140,15,155
1890,Between 1 and 30 minutes,120,15,135
2656,Between 1 and 2 hours,120,90,210
1466,More than 3 hours,420,180,600
2085,More than 3 hours,90,180,270
1936,Between 2 and 3 hours,120,150,270
21822,More than 3 hours,70,180,250
19346,Between 2 and 3 hours,120,150,270
16569,Between 2 and 3 hours,30,150,180
2731,More than 3 hours,60,180,240
12631,Between 1 and 30 minutes,60,15,75
18949,Between 2 and 3 hours,120,150,270
14727,Between 2 and 3 hours,180,150,330
1251,Between 2 and 3 hours,120,150,270
11500,More than 3 hours,130,180,310
17293,0 minutes,30,0,30
16432,More than 3 hours,120,180,300
19344,More than 3 hours,120,180,300
1244,More than 3 hours,240,180,420
19776,Between 31 minutes and 1 hour,60,45,105
21270,More than 3 hours,30,180,210
16548,0 minutes,120,0,120
2690,Between 1 and 2 hours,120,90,210
1842,More than 3 hours,90,180,270
17539,Between 1 and 30 minutes,200,15,215
2783,More than 3 hours,60,180,240
23678,Between 1 and 30 minutes,80,15,95
2131,More than 3 hours,240,180,420
10227,Between 1 and 30 minutes,10,15,25
2605,More than 3 hours,60,180,240
19691,Between 2 and 3 hours,90,150,240
19103,Between 1 and 2 hours,15,90,105
11021,More than 3 hours,20,180,200
22253,Between 31 minutes and 1 hour,40,45,85
3083,Between 2 and 3 hours,480,150,630
12405,More than 3 hours,90,180,270
18572,Between 2 and 3 hours,60,150,210
2234,Between 2 and 3 hours,45,150,195
1101,Between 2 and 3 hours,90,150,240
22506,0 minutes,60,0,60
15596,More than 3 hours,30,180,210
23600,More than 3 hours,30,180,210
21696,More than 3 hours,45,180,225
14658,Between 2 and 3 hours,60,150,210
19514,Between 1 and 2 hours,60,90,150
2395,More than 3 hours,60,180,240
1224,More than 3 hours,60,180,240
12568,Between 1 and 2 hours,180,90,270
11838,Between 1 and 2 hours,20,90,110
15760,Between 31 minutes and 1 hour,200,45,245
2010,More than 3 hours,240,180,420
23648,More than 3 hours,90,180,270
1095,Between 1 and 2 hours,210,90,300
23953,More than 3 hours,150,180,330
18149,Between 2 and 3 hours,130,150,280
22030,Between 1 and 2 hours,75,90,165
2147,More than 3 hours,600,180,780
13768,More than 3 hours,120,180,300
1208,Between 1 and 2 hours,60,90,150
512,Between 1 and 30 minutes,45,15,60
13992,More than 3 hours,180,180,360
2380,More than 3 hours,60,180,240
23260,More than 3 hours,180,180,360
20571,More than 3 hours,120,180,300
22016,More than 3 hours,180,180,360
11320,0 minutes,480,0,480
1232,Between 1 and 30 minutes,45,15,60
12250,0 minutes,120,0,120
13192,Between 2 and 3 hours,30,150,180
1748,Between 31 minutes and 1 hour,30,45,75
10951,Between 2 and 3 hours,75,150,225
1059,Between 2 and 3 hours,60,150,210
892,Between 1 and 2 hours,60,90,150
22290,More than 3 hours,120,180,300
22532,More than 3 hours,60,180,240
21141,Between 1 and 2 hours,120,90,210
19705,Between 1 and 30 minutes,120,15,135
18419,Between 2 and 3 hours,65,150,215
139,More than 3 hours,30,180,210
17194,Between 1 and 30 minutes,45,15,60
23368,Between 1 and 2 hours,45,90,135
3035,More than 3 hours,60,180,240
890,Between 31 minutes and 1 hour,120,45,165
1333,Between 31 minutes and 1 hour,180,45,225
2409,More than 3 hours,100,180,280
433,More than 3 hours,60,180,240
16028,Between 2 and 3 hours,120,150,270
750,More than 3 hours,60,180,240
24179,More than 3 hours,120,180,300
1617,More than 3 hours,90,180,270
22228,More than 3 hours,120,180,300
17849,0 minutes,60,0,60
12501,0 minutes,60,0,60
1546,More than 3 hours,30,180,210
21116,Between 31 minutes and 1 hour,120,45,165
755,More than 3 hours,80,180,260
2450,More than 3 hours,240,180,420
2473,Between 2 and 3 hours,75,150,225
420,More than 3 hours,300,180,480
2794,More than 3 hours,20,180,200
23752,Between 2 and 3 hours,120,150,270
13330,Between 1 and 30 minutes,45,15,60
967,More than 3 hours,160,180,340
2021,Between 31 minutes and 1 hour,120,45,165
946,More than 3 hours,60,180,240
2318,Between 2 and 3 hours,60,150,210
1542,Between 1 and 30 minutes,50,15,65
3056,More than 3 hours,120,180,300
1346,More than 3 hours,205,180,385
10971,Between 31 minutes and 1 hour,90,45,135
20248,More than 3 hours,120,180,300
13415,More than 3 hours,180,180,360
20500,Between 2 and 3 hours,90,150,240
2138,Between 31 minutes and 1 hour,30,45,75
16969,More than 3 hours,30,180,210
14970,Between 1 and 2 hours,90,90,180
1452,More than 3 hours,40,180,220
10959,More than 3 hours,25,180,205
12084,Between 1 and 2 hours,60,90,150
21515,Between 2 and 3 hours,60,150,210
1631,Between 2 and 3 hours,200,150,350
18778,Between 2 and 3 hours,90,150,240
1959,Between 1 and 2 hours,240,90,330
2917,More than 3 hours,70,180,250
24112,More than 3 hours,30,180,210
1968,Between 1 and 2 hours,45,90,135
1502,More than 3 hours,180,180,360
20645,Between 1 and 2 hours,180,90,270
9770,More than 3 hours,65,180,245
22675,Between 1 and 2 hours,180,90,270
21143,More than 3 hours,180,180,360
816,More than 3 hours,45,180,225
16803,Between 2 and 3 hours,180,150,330
17330,Between 1 and 2 hours,200,90,290
22301,Between 31 minutes and 1 hour,30,45,75
22688,Between 1 and 30 minutes,120,15,135
13867,More than 3 hours,90,180,270
2212,More than 3 hours,120,180,300
513,More than 3 hours,120,180,300
270,Between 1 and 2 hours,35,90,125
1987,Between 1 and 30 minutes,100,15,115
2792,Between 1 and 30 minutes,75,15,90
149,More than 3 hours,40,180,220
2136,More than 3 hours,60,180,240
2943,Between 2 and 3 hours,60,150,210
2949,Between 1 and 2 hours,70,90,160
1905,More than 3 hours,45,180,225
239,Between 2 and 3 hours,120,150,270
2721,Between 1 and 2 hours,60,90,150
10461,Between 2 and 3 hours,160,150,310
2203,Between 2 and 3 hours,120,150,270
13855,Between 1 and 2 hours,90,90,180
2918,More than 3 hours,120,180,300
256,Between 1 and 2 hours,240,90,330
15909,More than 3 hours,45,180,225
1848,More than 3 hours,300,180,480
458,Between 2 and 3 hours,45,150,195
1973,Between 2 and 3 hours,65,150,215
20039,Between 1 and 2 hours,60,90,150
9783,More than 3 hours,120,180,300
19767,Between 31 minutes and 1 hour,60,45,105
19952,0 minutes,240,0,240
2018,More than 3 hours,180,180,360
465,More than 3 hours,45,180,225
21230,Between 2 and 3 hours,25,150,175
21817,Between 1 and 2 hours,60,90,150
2033,Between 31 minutes and 1 hour,60,45,105
2630,Between 31 minutes and 1 hour,120,45,165
2363,More than 3 hours,20,180,200
10193,Between 2 and 3 hours,180,150,330
1410,Between 2 and 3 hours,30,150,180
1894,Between 1 and 2 hours,55,90,145
1135,0 minutes,30,0,30
14704,Between 1 and 2 hours,120,90,210
1328,Between 1 and 2 hours,300,90,390
13149,More than 3 hours,240,180,420
2157,Between 2 and 3 hours,60,150,210
20406,Between 1 and 30 minutes,60,15,75
97,More than 3 hours,180,180,360
19826,More than 3 hours,120,180,300
666,More than 3 hours,45,180,225
20714,More than 3 hours,360,180,540
571,Between 2 and 3 hours,60,150,210
17632,Between 1 and 30 minutes,60,15,75
406,Between 31 minutes and 1 hour,90,45,135
2711,Between 1 and 30 minutes,60,15,75
833,Between 1 and 2 hours,180,90,270
1329,More than 3 hours,180,180,360
145,Between 1 and 2 hours,200,90,290
13915,Between 2 and 3 hours,60,150,210
2277,More than 3 hours,120,180,300
928,Between 31 minutes and 1 hour,60,45,105
2111,More than 3 hours,90,180,270
2896,Between 31 minutes and 1 hour,560,45,605
1495,Between 1 and 2 hours,10,90,100
703,More than 3 hours,120,180,300
1093,Between 1 and 2 hours,120,90,210
14617,Between 1 and 2 hours,30,90,120
16896,More than 3 hours,400,180,580
11756,Between 1 and 2 hours,90,90,180
9644,Between 2 and 3 hours,30,150,180
1180,More than 3 hours,360,180,540
21267,Between 1 and 30 minutes,120,15,135
21205,More than 3 hours,180,180,360
955,Between 31 minutes and 1 hour,60,45,105
19884,Between 1 and 2 hours,120,90,210
11751,Between 1 and 30 minutes,30,15,45
18214,Between 1 and 2 hours,200,90,290
620,Between 2 and 3 hours,120,150,270
229,More than 3 hours,60,180,240
21483,More than 3 hours,120,180,300
22069,Between 2 and 3 hours,180,150,330
10865,Between 1 and 2 hours,120,90,210
10584,Between 1 and 2 hours,60,90,150
21269,0 minutes,120,0,120
2999,Between 1 and 2 hours,60,90,150
21756,Between 1 and 2 hours,30,90,120
1514,Between 1 and 2 hours,30,90,120
83,Between 31 minutes and 1 hour,75,45,120
1258,Between 2 and 3 hours,256,150,406
2662,More than 3 hours,60,180,240
22541,More than 3 hours,180,180,360
15359,More than 3 hours,75,180,255
3015,More than 3 hours,65,180,245
20664,Between 1 and 30 minutes,60,15,75
1402,Between 2 and 3 hours,80,150,230
846,More than 3 hours,60,180,240
2029,More than 3 hours,25,180,205
9583,Between 1 and 2 hours,420,90,510
12162,More than 3 hours,90,180,270
1795,Between 2 and 3 hours,25,150,175
438,More than 3 hours,90,180,270
14320,Between 1 and 2 hours,150,90,240
401,Between 1 and 2 hours,500,90,590
10608,Between 2 and 3 hours,100,150,250
583,More than 3 hours,180,180,360
21281,0 minutes,120,0,120
21542,Between 1 and 30 minutes,120,15,135
2813,More than 3 hours,10,180,190
15425,Between 2 and 3 hours,30,150,180
38,Between 1 and 2 hours,180,90,270
2669,Between 1 and 30 minutes,90,15,105
21713,More than 3 hours,120,180,300
17619,Between 2 and 3 hours,60,150,210
12861,Between 2 and 3 hours,60,150,210
2593,More than 3 hours,180,180,360
15437,Between 1 and 2 hours,60,90,150
9739,Between 1 and 2 hours,60,90,150
20152,Between 2 and 3 hours,60,150,210
16731,More than 3 hours,60,180,240
21216,More than 3 hours,120,180,300
11222,Between 2 and 3 hours,30,150,180
10221,Between 2 and 3 hours,90,150,240
23290,Between 2 and 3 hours,120,150,270
12802,Between 1 and 30 minutes,60,15,75
2456,Between 31 minutes and 1 hour,90,45,135
15028,More than 3 hours,60,180,240
22495,Between 1 and 2 hours,100,90,190
1003,Between 2 and 3 hours,60,150,210
22699,Between 1 and 2 hours,240,90,330
13372,More than 3 hours,60,180,240
22289,Between 1 and 2 hours,120,90,210
426,Between 2 and 3 hours,60,150,210
2967,More than 3 hours,45,180,225
17379,More than 3 hours,240,180,420
19397,Between 31 minutes and 1 hour,60,45,105
1005,Between 1 and 30 minutes,240,15,255
15982,0 minutes,180,0,180
11516,Between 31 minutes and 1 hour,240,45,285
2621,Between 1 and 30 minutes,40,15,55
15652,More than 3 hours,30,180,210
18729,Between 1 and 30 minutes,60,15,75
1336,Between 1 and 30 minutes,80,15,95
24294,Between 1 and 2 hours,30,90,120
1528,Between 1 and 2 hours,150,90,240
10510,Between 1 and 2 hours,120,90,210
727,Between 1 and 2 hours,45,90,135
16386,More than 3 hours,90,180,270
2759,Between 31 minutes and 1 hour,30,45,75
